,sources_quote,label
6590,kamala harris husband said married next president united state,0
6591,video show ballot changed maryland,0
6592,leftist sent proud boy email threatening democratic voter,0
6593,joe biden called black youth super predator,0
6594,queen voter received premarked ballot joe biden,0
6595,doctor get money somebody dy covid say im sorry know everybody dy covid,0
6596,james biden built cage bidens made million,0
6597,green new deal would require 99 home country torn rebuilt energy efficient ten year period,0
6598,evidence point fact kid 17 time likely ill effect seasonal flu coronavirus,0
6599,cdc announces ordinary nonn95 mask people wearing nothing protect wildfire smoke fun fact smoke particle far larger sarscov2 particle,0
6600,say karen handel voted donald trump gutting health care million supporting horrific child separation policy abortion ban,0
6601,say dan forest want use tax dollar help rich people send kid private school using voucher,0
6602,phony ballot printed without name,0
6603,say joe biden repeatedly told american he going raise tax,0
6604,vote wisconsin photo id even id expired youve moved,0
6605,say dr anthony fauci wrote paper blaming 191819 flu death mask,0
6606,hunter biden chairman world food program nobel peace prize eric trump donald j trump jr ivanka trump banned ever operating charity stole donation child cancer,0
6607,photo show joe biden next man seen sex sting video,0
6608,say know candidate voted,0
6609,saved 2 million people dying covid19,0
6610,boilermakers union endorsed sat went great detail leadership exactly would,0
6611,joe biden call pennsylvania voter dont support chump,0
6612,say trump didnt campaign cutting debt thats promised,0
6613,majority minimum wage workersare mother,0
6614,major decision protecting voting right pa ballot received election day counted,0
6615,say fight everyone preexisting condition,0
6616,say john james opposes abortion even refusing make exception woman life risk want make felony even case rape incest,0
6617,brought back big ten football,0
6618,asked courtpacking bidens staff immediately escort camera,0
6619,say u rep ann wagner voted five time protecting preexisting condition,0
6620,kroger corporate say employee wear flag mask wear blm mask,0
6621,say donald trump let federal contractor double offshoring job first 18 month office,0
6622,say donald trump said african lazy good sex theft,0
6623,photo show man burned car antifa member,0
6624,photo show firefighter california fighting fire 247 save people life property,0
6625,kxl radio portland reported today firefighter shot suspected antifa blm member,0
6626,say joe biden gretchen whitmer maskless detroit athletic club child mandated wear mask playing outdoor sport,0
6627,canada criminalized cv19 measure requiring mask distancing quarantining vaccine,0
6628,antipoaching organization dye elephant tusk rhino horn pink dye used mark stolen banknote,0
6629,kenosha car dealer kill insurance wont cover damage caused riot,0
6630,last administration nearly killed u auto industry saved u auto industry brought lot car plant japan announced five car company coming michigan,0
6631,say donald trump said nominated amy coney barrett supreme court much much better looking woman,0
6632,cdc cancelled halloween kid,0
6633,say joe biden took knee national anthem,0
6634,cdc report found people wear mask actually collecting virus mask,0
6635,say joe biden called jihad video,0
6636,pallet company oregon city confirmed antifa arsonist camera douglas county sheriff 6 antifa arsonist custody,0
6637,say joe biden destroy protection preexisting condition,0
6638,u trade deficit alltime high trump last three year,0
6639,wildfire west coast started antifa,0
6640,cdc announces student may kept parent overnight ohio set covid19 fema camp,0
6641,house pass bill pay un run local police board 46 u city,0
6642,government released initial plan force vaccine everyone,0
6643,say joe biden want american farmer put farmland gvt land bank gvt would tell farmer sustainable plant could grow,0
6644,bikers show walter reed hospital pray president trump,0
6645,say susan collins pushed policy benefited husband lobbying business,0
6646,say joe biden tweeted consulted instagrams ceo take page supposedly video proof using hidden earpiece tonight debate slander true,0
6647,military covid infected 118984 military covid death 6114,0
6648,400000 money ive ever made year,0
6649,say rep alexandria ocasiocortez eugene depasquale support socialized medicine green new deal defunding police,0
6650,olive garden employee allowed wear black life matter mask american flag,0
6651,entire port delaware lockdown 60 plus kid shipping container,0
6652,say strongly support legalization dreamer,0
6653,governor proposed initially 5 cut across board state government,0
6654,prominent democrat virus list republican go,0
6655,biden obama allowed grown men restroom little girl trump rescued 300 missing child pedophile pervert,0
6656,say joe biden made clearno coal fired power plant coal wake wv paoh ky,0
6657,gas price obamabiden administration 549 gallon,0
6658,two doomsday plane took flight president donald trump covid19 diagnosis,0
6659,say target ended hero helper program pair child police officer holiday shopping trip,0
6660,say milwaukee police protecting sex offender house snuck child mother tracked missing daughter address,0
6661,study cdc prof face mask prevent spread virus,0
6662,absentee voting different mailin voting protection fraud,0
6663,say herman cain died cancer covid19,0
6664,say george floyd appeared judge judy,0
6665,senate republican move confirm judge amy coney barrett supreme court election year constitutional,0
6666,kamala harris tried put prolifers jail exposed planned parenthood selling baby part,0
6667,abc news confirmed attendee trump wh rally paid 150 ea sign nda,0
6668,president trump great danger evidence mounting he deliberately killed walter reed military hospital,0
6669,nick freitas voted let business discriminate fire expecting mother reason pregnancy,0
6670,say donald trump walter reed national military medical center af1,0
6671,say joe biden stay basement,0
6672,5 wealth tax start 159000 per family,0
6673,first statue liberty given u france black woman u rejected,0
6674,mississippi got 10145 warrant unemployment fraud,0
6675,say joe cunningham voted 5 million taxpayer fund go politician campaign pay personal expense tv ad,0
6676,video 2019 show kamala harris caught major lie fracking 2020 vice presidential debate,0
6677,say kamala harris said american people arent equipped make decision,0
6678,say nbc news kristen welker gave thousand dollar obama clinton biden registered democrat family spent christmas obamas white house,0
6679,15 day left vote voting mail need vote today usps say need 14 day roundtrip counted election day,0
6680,know someone name date birth change vote oregon voting website,0
6681,photo show woman gathered scream trump vagina,0
6682,say hunter biden 25000 pic torturing raping child age 10 china laptop,0
6683,mansion photo joe bidens house,0
6684,say since president trump took office policy led unemployment rate 31 wisconsin 61000 wisconsin job including 15000 manufacturing job,0
6685,say joe biden told factory worker dont work pointing finger worker face,0
6686,pennsylvania rejected 372000 mailin ballot,0
6687,say anthony fauci indicted crime including treason conspiring enemy fraud,0
6688,say donald trump reelection campaign emailed supporter donate help recover covid19,0
6689,joe bidens eye black debate wearing mojo vision lens,0
6690,say joe biden passed tax bill gave u privilege depreciation tax credit built building get tax credit like hotel pennsylvania ave,0
6691,there 100 million people preexisting condition,0
6692,last week joe biden flashed white power sign president trump condemned white supremacist yesterday hasnt joe biden,0
6693,dont think there doubt joe bidens senile,0
6694,poll watcher philadelphia thrown,0
6695,coronavirus pandemic united state greatest economy history country,0
6696,9871525 number registered voter az according fb az population 7270000,0
6697,federal judge ordered wisconsin must ballot counted 8 pm day election,0
6698,president donald trump tax return show wealthy person tax history believe good year bad year year immense tax year almost tax carry loss,0
6699,manufacturing brought back 700000 job obama biden brought back nothing,0
6700,say joe biden 308000 military people dying couldnt provide proper healthcare military,0
6701,amy coney barrett said woman able property buy sell without permission husband male relative,0
6702,donald j trump signature new stimulus check,0
6703,covid economic relief package included 600 million san francisco part go cover tab free alcohol marijuana homeless,0
6704,blm activist kill three people louisville bar wearing breonna taylor tee shirt last friday,0
6705,democrat joe biden want abolish suburb altogether ending singlefamily home zoning,0
6706,hank aaron marvelous marvin hagler died taking covid19 vaccine,0
6707,90 american support universal background check,0
6708,vaccine send immune system perpetual overdrive instructing cell keep making protein invader nonstop forever ever,0
6709,fauci admits isnt listening science advocating policy,0
6710,tenured professor guaranteed job,0
6711,illegal alien receive 1400 stimulus check,0
6712,say meghan markle paid 7 million giving interview oprah,0
6713,utah officially start recall mitt romney,0
6714,say rachel levine telling u dr seuss book mr potato head bad child,0
6715,nanoparticles covid19 vaccine help people locate via 5g network,0
6716,say president joe biden promoted mandatory vaccine everybody march 11 address,0
6717,next week time change full moon friday 13th,0
6718,say el chapo testified court paid nancy pelosi keep usmexico border open drug cartel,0
6719,thousand military ballot found trash wisconsin,0
6720,mailin ballot counted lancaster county pa returned,0
6721,say video show staffer stuffing ballot flint mi,0
6722,forced use sharpie fill ballot voter fraud,0
6723,sen steve daines voted give billion tax break big drug company even raised price,0
6724,say joe biden kamala harris want massive tax hike working family,0
6725,melania dug wh rose garden removing rose every first lady since 1913,0
6726,there trillion dollar money unspent previous coronavirus relief bill still sitting bank account,0
6727,jill biden teenage babysitter joe bidens family,0
6728,vast majority american people support bidens 19 trillion rescue plan including majority republican,0
6729,science say open school stop wearing mask outside everyone low risk start living normal life,0
6730,say joe biden didnt act response emergency texas,0
6731,say joe bidens democratic national convention speech taped segment segment edited together,0
6732,qanon violence none,0
6733,say video shared social medium show vehicle broken window parking garage used state agency texas night city austin voted cut 150 million police department,0
6734,demconvention know forced nursing home across ny take covid positive patient planted seed infection killed thousand grandmother grandfather,0
6735,3 month melania took 21 trip ny get hair done taxpayer cost 675000 32143trip,0
6736,way theyre trying steal election everybody know way theyre going win rigged election,0
6737,say oprah winfrey year pimped young hollywood girl harvey weinstein raped,0
6738,nevada ag admits changing signature verification manually 200000 vote,0
6739,navy seal arrest hillary clinton,0
6740,biden administration recklessly releasing hundred illegal immigrant covid texas community,0
6741,vitamin vitamin c colloidal silver black seed oil kill coronavirus,0
6742,schumer pelosi sneak funding covid bill,0
6743,19 trillion covid19 relief bill award 25 million bonus house member,0
6744,hr 1 person still vote 16 u illegally id registered vote,0
6745,biden making maternity flight suit pregnant woman fight military,0
6746,make 50000year 36 tax go food stamp 4000 go corporate subsidy,0
6747,donald trump second impeachment cost 33 million,0
6748,say ted cruz tweeted ill believe climate change texas freeze,0
6749,say donald trump payroll tax deferral could leave american worker liable thousand dollar tax season could potentially leave program like social security medicare weakened,0
6750,kanye west access wisconsin ballot denied liberal,0
6751,photo show former president barack obama acting inappropriately child,0
6752,dnc omitted one nation god pledge allegiance,0
6753,say photo show joe biden kissing biting child cheek,0
6754,california covid19 death rate remained one lowest per caput nation 134 death per 100000 compared 158 nationally 153 texas 247 new york,0
6755,photo show ice mass hanging inside houston home texas winter storm,0
6756,wind solar got shut thrust texas situation lacking power statewide basis,0
6757,fema paying hotel room texas winter storm victim,0
6758,nobody health risk right pfas contamination long receiving bottled drinking water,0
6759,say joe biden help build afghanistan pipeline,0
6760,kept minimum wage indexed inflation people would making 20 hour right,0
6761,said rep alexandria ocasiocortez ally blocked resolution condemning antisemitism passed unanimously senate,0
6762,consensus among economist left right center cant spend much covid19 relief,0
6763,united state energy independent 2019 first time since 1957 10 day sent back 50 year,0
6764,say joe biden redirect 30 billion donald trump left u farmer climate change,0
6765,gov roy cooper consider type 1 diabetes lying health issue,0
6766,usps employee caught taking trump sign people also responsible mail ballot pushing hard,0
6767,say president barack obama spied campaign got caught,0
6768,say joe biden told american elect tax going raised cut,0
6769,unc 14 student tested positive,0
6770,fact term risk schoolkids lower risk seasonal influenza,0
6771,thousand seattle democrat gather demand mailin voting dangerous vote inperson,0
6772,bidens tax rate family making 75000 dollar would go 12 25,0
6773,photo show kamala harris joe biden gretchen whitmer cory booker violating covid19 safety precaution,0
6774,detroit 2503 dead people registered including one voter born 1823,0
6775,joe biden called michigan even though donald trump vote,0
6776,vote counted midnight election day michigan fraud,0
6777,wisconsin voter turnout jumped 67 2016 89 2020,0
6778,wisconsin took break returned biden coincidentally came back ahead 100k,0
6779,large number people butler pa started killing narcotic one washington new york los angeles said word,0
6780,say 1986 vaccine protection act resulted biggest jump shot child gave drug manufacturer exemption responsibility killing people,0
6781,photo show queen elizabeth giggling prince philip surprised dressed uniform palace guard,0
6782,dmx received covid vaccine day heart attack,0
6783,learning officer jewish ilhan omar say police shouldnt exist,0
6784,george floyds younger brother dejywan floyd arrested north carolina road rage shooting white couple killing mother six sitting passenger seat,0
6785,new independent study put last week found least 55 largest corporation used various loophole pay zero federal income tax 2020,0
6786,school trying make law teacher see girl private part make sure theyre trans,0
6787,black life matter protest iowa capitol insurrection like jan 6 u capitol,0
6788,encountered largest surge migrant southern border last 20 year,0
6789,asks possible chart showing 10441 registered voter north carolina 10356 registered voter wisconsin cast vote,0
6790,person film burning 80 trump ballot,0
6791,last night leading often solidly many key state almost instance democrat run controlled one one started magically disappear surprise ballot dump counted,0
6792,six state cant get vote counted six state leading six state dems charge,0
6793,40000 rejected vote mail ballot dekalb county need cured friday tossed,0
6794,even nevada decides stop counting going count anything tomorrow,0
6795,early morning election result michigan wisconsin show voter fraud,0
6796,56 million defenseless people rounded exterminated 20th century gun control,0
6797,kid border 2600 highest number trump 12000 currently biden,0
6798,coviddoes exist virus russian doctor performing autopsy deceased covid19 patient violate world health organization law,0
6799,nothing changed election code sb 7 regarding early voting nothing changed,0
6800,go gun show buy whatever want background check,0
6801,new poll indicates joe bidens approval 11 lowest approval rating president american history,0
6802,say doesnt make sense young adult get vaccine since really much threat result virus,0
6803,colorado requires photo id vote person requires signature verification mailin ballot georgia got rid prevents campaign worker giving food water voter within 100 foot theyre wearing campaign apparel,0
6804,sunday never used voting day georgia,0
6805,report biden administration busing thousand illegals red state get permanent status,0
6806,proposal president joe biden would put u 2 world highest corporate tax rate,0
6807,president joe bidens corporate tax rate increase would put u line industrial nation,0
6808,6000 increase reported vaccine death 1st quarter 2021 compared 1st quarter 2020,0
6809,wisconsin found 112k vote 3am,0
6810,california model spreading across country need flip thing blue there always mysterious mailin ballot lying around thatll trick shameful,0
6811,say joe biden received sudden influx 138339 vote michigan donald trump received none,0
6812,six state decided stop counting vote donald trump headed win election night,0
6813,photo show massive wall front white house election day,0
6814,say michigan gov gretchen whitmer said certify vote state donald trump matter outcome,0
6815,wisconsin vote people registered vote direct evidence fraud,0
6816,voter maricopa county ariz forced vote using sharpie pen arent read voting machine,0
6817,joke ilhan omar tell resident dont registered vote minnesota,0
6818,trump election 294 electoral vote,0
6819,image show appears official ballot box taken away polling location unidentified civilian,0
6820,biden administration engaging human trafficking enabling happen southern border,0
6821,already election,0
6822,sign outside buck county voting place democrat shown republican blurred scamming pennsylvania,0
6823,florida five time better new jersey new york covid19 death per million people,0
6824,say donald trump caught hot mic insulting supporter,0
6825,say actor kurt russell said police,0
6826,common cold cause positive covid19 test,0
6827,say tom hank name jeffrey epstein flight log,0
6828,america country ended slavery,0
6829,say opposes statewide mask order would require wear mask house walking dog,0
6830,patch law enforcement officer portland zti solution private contractor,0
6831,photo show portland ore protest,0
6832,nfl agreed give domestic terror group blm 250 million dollar,0
6833,black life matter terrorist organization,0
6834,longest filibuster u history 75 day took place 1964 democrat tried block civil right act,0
6835,photo show portland protester pointing laser federal officer,0
6836,say wearing mask proven ineffective,0
6837,worked covid19 pandemic department labor finally authorized 4800 hazard pay qualified essential worker,0
6838,spongebobs license address jeffrey epstein private island,0
6839,joe biden take knee spotting american flag near childhood home pennsylvania,0
6840,american coronavirus vaccine killed five ukrainian,0
6841,hurricane hanna hitting texas blown part border wall,0
6842,portland goon squad blackwater contractor federal officer,0
6843,say according los angeles time 95 warrant murder los angeles illegal alien twothirds birth los angeles county illegal alien mexican medicaid nearly 60 occupant hud property illegal nancy pelosi want put windfall tax retirement fund profit,0
6844,say nih 15 year ago published study chloroquine effective covid1,0
6845,warner party boss calling defund police,0
6846,photo show huge charter bus black life matter bought transport member riot,0
6847,walmart pledged 100 million black life matter,0
6848,say joe biden formally listed criminal suspect ukraine case involving son,0
6849,virus cure called hydroxychloroquine zinc zithromax know people want talk mask hello dont need mask cure,0
6850,mcdonalds make sign noncompete contract cannot go across town try get job burger king,0
6851,say mark zuckerbergs real name jacob greenberg he grandson billionaire david rockefeller,0
6852,u president elected donald trump racist,0
6853,cdc said made mistake reduced count florida covid19 case 90000 11000,0
6854,trump administration zero unfulfilled equipment supply request state governor,0
6855,quote tom brady saying anyone team kneel quit,0
6856,michigan house pass bill voluntarily begin placing human implantable microchip body state government employee,0
6857,say sen thom tillis doesnt think restaurant worker wash hand,0
6858,say gov gretchen whitmer defunded michigan state police prison,0
6859,setting record job number,0
6860,kroger store charging blm charge,0
6861,quote anthony fauci writing reject notion virus well get eventually careless lazy heartless stance,0
6862,united nation new world order agenda create one world government one world military end national sovereignty,0
6863,estate tax would punish family farm small business forcing sold instead passed next generation,0
6864,quote joe biden saying need teach child islamic faith school,0
6865,say president donald trump still yet say anything president united state bounty american troop,0
6866,say tom hank arrested australia pedophilia,0
6867,bank america pledged 1 billion dollar black life matter,0
6868,teacher number one occupation antifa terrorist organization according fbi,0
6869,say jimmy carter endorsed bernie sander,0
6870,anybody want test coronavirus get test,0
6871,coronavirus get mouth drinking water liquid wash esophagus stomach tummy stomach acid kill virus,0
6872,coronavirus officially reached milwaukee county,0
6873,exposed sun two hour kill 2019 coronavirus,0
6874,say daniel radcliffe coronavirus,0
6875,every election year disease sars 2004 avian flu 2008 swine flu 2010 mers 2012 ebola 2014 2018 zika 2016 coronavirus 2020,0
6876,say nancy pelosi delayed coronavirus funding dems could campaign,0
6877,president trump come contact potential coronavirus sufferer,0
6878,coronavirus invented patented usa planted china,0
6879,people color may immune coronavirus melanin,0
6880,say joe biden mistake idaho iowa visit boise fundraiser,0
6881,coronavirus simply common cold,0
6882,video show joe biden saying reelect donald trump,0
6883,bernie sander never taken corporate lobbyist money entire political career,0
6884,coronavirus hoax fake virus pandemic fabricated coverup global outbreak 5g syndrome,0
6885,video show joe biden saying reelect donald trump,0
6886,say polling place texas super tuesday republican side get 25 machine democratic side get 5 machine people literally standing line seven hour,0
6887,say u rep dan lipinski voted dream act support separating family banning muslim,0
6888,say texas education agency commissioner mike morath requiring teacher return classroom closed office tea january,0
6889,say police union written contract officer going accountable misconduct,0
6890,multiple study said decade mask work virus,0
6891,patient discharge document prof cdc recommend healthy people wear mask,0
6892,quote lebron james saying dont want nothing white people dont believe want anything dont want white friend boy,0
6893,u rep matt cartwright proposes defund wilkesbarre police,0
6894,federal official confirmed cdc sent state tainted lab test kit early february seeded virus,0
6895,say democratic leader arent wearing mask social distancing private,0
6896,spot getting sample covid19 test called bloodbrain barrier,0
6897,photo show raz simone alleged leader chaz cry seattle police arrested,0
6898,dr fauci reason wearing mask,0
6899,say kansa city chief ceo clark hunt said stand hand heart respect country national anthem played longer kansa city chief,0
6900,photo show donald trump embracing jeffrey epstein back limousine,0
6901,first time honor guard soldier march tomb unknown soldier arlington cemetery issued live ammunition,0
6902,people carrying gun cant wear face mask protect coronavirus class 4 felony,0
6903,say gary peter fought funding va veteran housing program military pay raise health care research veteran family also fought funding processing veteran disability claim,0
6904,say anthony fauci married ghislaine maxwell sister,0
6905,president daily brief like mini novel,0
6906,new york state hospital reporting thousand fungus lung infection due wearing mask,0
6907,covid19 pcr test scientifically meaningless,0
6908,say 99 covid19 case totally harmless,0
6909,covid never going away beach today raleigh north carolina,0
6910,people starting enter er fungal lung infection wearing mask,0
6911,say melania trump dress mount rushmore speech designed drawing several young victim sex trafficking,0
6912,say bbc prematurely reported ghislaine maxwell moved intensive care coronavirus symptom worsen,0
6913,florida school drop common core soar number one,0
6914,say four democrat sheila jackson lee joe biden elizabeth warren alexandria ocasiocortez made specific suspect remark topic constitution abortion gun,0
6915,cory booker son charged assault attack santa,0
6916,say nancy pelosi said impeachment doesnt go ill resign,0
6917,say virginia gov ralph northam planning cut electricity virginia resident cannot reveal happening gun confiscation begin take place,0
6918,proud candidate democratic primary voted trump defense budget,0
6919,say bill gate provide money500k car phone visa gift email,0
6920,say california congressional district represents higher gdp russia,0
6921,say photo show white man smiling holding black man bloody face,0
6922,104 house democrat voted impeachment ukraine call took place,0
6923,80 child born developing country die cancer year,0
6924,say new york time reported hillary clinton george soros paid woman accuse trump sexual attack,0
6925,november 2019 speaker pelosi said would dangerous leave voter determine whether president trump stay office,0
6926,jesus falsely accused treason pontius pilate gave jesus opportunity face accuser sham trial pontius pilate afforded right jesus democrat afforded president process,0
6927,found republican vote recovery act obamacare help u falling great depression,0
6928,church service cant resume vaccinated say bill gate,0
6929,say televangelist pat robertson said young people kind unnatural thing sex organ people transfer kind chemical lady private part thats think coronavirus came,0
6930,decision president governor open state,0
6931,say ceo got advance notice covid resigned dump stock,0
6932,say video body bag dumped ditch show situation italy due coronavirus,0
6933,mass vaccination covid19 senegal started yesterday 48 first 7 child received died spot,0
6934,say covid19 dr anthony fauci telling people february 29th nothing worry posed threat u public large,0
6935,suggests trump urged sick people get vote covid19 pandemic,0
6936,little boy died covid19 three different country still dont believe medium fakenews,0
6937,say photo show south carolina stayathome order announced,0
6938,say robin vos wore protective gear election worker forced work,0
6939,particular pandemic one dont think nationwide there single fatality 25,0
6940,voting mail get thousand thousand people sitting somebody living room signing ballot place,0
6941,say pandemic occurs exactly every 100 year,0
6942,say bill gate globalists collaboration pharmaceutical company reportedly working push tracking bracelet invisible tattoo monitor american impending lockdown,0
6943,say powder developed mixed water used germany mist health care worker go misting tent going hospital kill coronavirus completely dead right time next 14 day virus touch anything thats sprayed killed,0
6944,say rudy giuliani bought 2m share novartis primary supplier hydroxychloroquine early february,0
6945,covid19 news going u government sneakily trying remove endtoend encryption mean government able see message listen call,0
6946,people handing mask doused chemical knock cold rob,0
6947,wisconsin run democrat right address election social distancing concern,0
6948,italy thrown money street clear message whole world money enough health danger,0
6949,say cutting sugar drinking hot lemon water cure cancer,0
6950,study showed 1 million people north carolina exposed virus,0
6951,national coin shortage done intentionally mint longer releasing coin circulation aka beginning end paper money,0
6952,republican didnt increase state funding nursing home last budget,0
6953,would press event may would never asked coronavirus,0
6954,ultraviolet radiation administered body disinfectant kill bacteria virus used,0
6955,sweden zero lockdown worse shape denmark norway lockdown,0
6956,voter distracted gov jb pritzker gave huge pay raise politician buddy,0
6957,nurse submitting coronavirus test say coming back positive,0
6958,oklahoma 100 coronavirus test rate trump tulsa rally,0
6959,say taylor swift want remove statue liberty,0
6960,joe biden involved plot kidnap jfk jr according declassified fbi file also made several threat,0
6961,government must planned coronavirus pandemic coronavirus relief bill introduced three year earlier,0
6962,mosquito transfer covid19 person person,0
6963,people defying stayathome order fill arizona beach,0
6964,say april 22 jump covid19 case related election,0
6965,china stealing manufacturing costing wisconsin almost 90000 job,0
6966,video man using airquality monitor prof people getting enough oxygen wearing mask,0
6967,covid19 case going testing going,0
6968,say donald trump used farmer struggle push multibillion dollar bailout program nothing handout large agricultural company,0
6969,even shutdown sweden lower covid19 infection rate uk italy spain,0
6970,currently using around 20 testing capacity,0
6971,1918 flu pandemic san francisco resident formed antimask league san francisco ultimately one city suffered high death rate,0
6972,say texas either near bottom bottom come testing per caput,0
6973,facility nextgen precision health institute construction alone bring 3400 job 472 million revenue missouri,0
6974,lawyercouple pointed gun protester black life matter backer democrat represent police brutality victim,0
6975,covid19s contagion probability two people 70 carrier masked 5 carrier masked 15 party,0
6976,say joe biden supported castro regime meeting maduro,0
6977,nfl player stood alone whole team stayed locker room national anthem real american patriot,0
6978,denver international airport mural people wearing mask painted 1994,0
6979,image st louis protest msm mainstream medium wont show peaceful demonstrator pointing weapon homeowner,0
6980,conducting national search new richmond police chief,0
6981,north carolina small minority state requires absentee ballot signed two witness notary public,0
6982,hundred hundred lab ready willing able,0
6983,gate foundation tested polio vax india 2000 2017 paralysed 496000 child,0
6984,pick product look barcode first 3 number 690 691 692 product made china,0
6985,old photo show georgia gov brian kemp mother wearing kkk garb,0
6986,say nancy pelosi made million coronavirus insider trading,0
6987,wisconsin last state start paying covidrelated federal unemployment benefit,0
6988,photo show packed beach reopened jacksonville beach cnn,0
6989,face mask manufactured china example went domestic consumption fight virus u largely unable import supply china,0
6990,democrat pushing implanted microchip human everyone vaccinated,0
6991,gate foundation patent coronavirus,0
6992,north carolina virginia state line closed nothing,0
6993,say poem people staying home written kathleen omara 1869,0
6994,soon endorsed supreme court justice daniel kelly wisconsin democrat said let move election two month later,0
6995,59 people die pastor give dettol drink church prevent coronavirus,0
6996,obama administration left trump stockpile cupboard bare,0
6997,say video show chinese destroying 5g pole aware thing triggering corona symptom,0
6998,say goodwill used pandemic fire employee instead laying,0
6999,say queen elizabeth said philippine president rodrigo duterte kind leader know way filipino lucky,0
7000,say one died coronavirus united state,0
7001,state covid patient nursing home state followed president trump cdc guidance,0
7002,chinese communist party using zoom way spy citizen,0
7003,say ballot emailed wisconsin voter even day election,0
7004,say celebrity calling total hollywood strike trump resigns,0
7005,say joe biden stuck gun elderly woman mouth wisconsin rally,0
7006,say president donald trump spawned wuhan super virus outbreak code name zyphr,0
7007,shands hospital gainesville florida confirmed first case coronavirus,0
7008,coronavirus made mississippi lady caught wasnt around nobody mean airborne mean wind blow direction youll also,0
7009,say photo show man wearing government issue saint laurent hazardous material suit,0
7010,resident evil umbrella corporation release virus infects people raccoon city biological research lab exact logo umbrella corporation found city coronavirus outbreak originated,0
7011,say robert e lee opposed slavery secession come symbolize slavery secession,0
7012,money donated black life matter go directly act blue democrat super pac feed money democrat candidate,0
7013,wearing mask coronavirus decrease oxygen intake increase toxin inhalation shuts immune system increase virus risk scientifically inaccurate effectiveness studied,0
7014,infection rate allegany cattaraugus chautauqua county consistently among lowest state,0
7015,nancy pelosi ordered 220seat boeing 757 fly home state costing taxpayer nearly 58 million annually,0
7016,said new york gov andrew cuomo said technology dont need actual classroom,0
7017,since week ending march 14 wisconsin actually saw drop tourism spending compared last year 17 billion,0
7018,say photo show chickfila distributed back blue tshirts employee response recent protest police brutality,0
7019,say nancy pelosis daughter board kennedy center thats important send money,0
7020,chicago covid19 actually lowered death rate,0
7021,lady applied sanitizer handsforearms went kitchen cook moment turned gas stove hand caught fire due alcohol contained sanitizer,0
7022,slow testing quick travel ban thats much critical saving life,0
7023,say u developing antivirus includes chip track movement,0
7024,business refuse legal tender fined sued,0
7025,say coronavirus death rate texas per caput 29 million people one lowest country,0
7026,say rival jill karofsky want disarm law abiding citizen,0
7027,february 7 warned limited stock ppe day trump administration announced sending 18 ton mask gown respirator china,0
7028,queen elizabeth test positive covid19,0
7029,new york time published tucker carlsons home address location,0
7030,say joe biden said dont need n bigshots,0
7031,say john james want allow insurance company discriminate people preexisting condition,0
7032,since trump labeled antifa terrorist organization right stripped patriot act state someone labeled terrorist afforded due process,0
7033,world health organization admits asymptomatic transmission covid19 rare,0
7034,roe overturned wisconsin law book would immediately make abortion crime,0
7035,hillary clinton trial bengazi sic week,0
7036,trump supporter tackled antifa thug unmasked duct taped electrical box,0
7037,alexandria ocasiocortez vote president trump abigail spanberger,0
7038,nine antifa member arrested portland ore,0
7039,12 white female body garage freezer tagged black life matter,0
7040,fbi uncovered 256 text adam schiff jeffrey epstein,0
7041,photo show lynn rothschild eating baby decor,0
7042,say president donald trump tweeted south dakota need keep border california closed,0
7043,say joe biden said 150 million american died gun another 120 million covid19,0
7044,say donald trump tweeted confederate flag symbol love plantation kept black people employed gave free food housing black unemployment low back like president,0
7045,old cspan footage joe biden introducing man blackface,0
7046,wayfair ceo step,0
7047,photo show chuck schumer kissing child epstein island,0
7048,certainly supported barack obama joe biden time,0
7049,sanitizer nothing coronavirus,0
7050,sitting debating wisconsin kicked hundred thousand people voting roll,0
7051,america vaccinating cattle coronavirus year yet news tell new gunna kill go buy mask,0
7052,say medium cut request russian hacker find hillary clinton email right end dont see laughter joke,0
7053,say democratic member congress represent cuban american florida critical sander happen supporting candidate,0
7054,theyre test airline strong test getting getting theyre test train getting getting,0
7055,river oklahoma full catfish carrying virus,0
7056,unemployment pay 24hour even wage lower dont essential people forced still work get 24,0
7057,say fired inspector general michael atkinson brought terrible inaccurate whistleblower report congress,0
7058,say nostradamus predicted coronavirus 1551 passage plague spreading east,0
7059,must apply get second stimulus check ive already filed mine receiving 2000 month rest year,0
7060,book removed classroom minnesota middle school administrator claim book cannot cleaned,0
7061,photo show dr fauci melinda gate barack obama wuhan lab 2015,0
7062,say covid19 remains air eight hour everyone required wear mask everywhere,0
7063,child get virus going hospital alone van people dont knowto people dont know home without time need,0
7064,theyre furloughing nurse hospital western new york state,0
7065,say president donald trump announce scientist finally found vaccine cure corona virus,0
7066,even fairfax county doesnt pay kind school administration salary richmond paying right,0
7067,government closing business stop spread coronavirus even though number nothing compared h1n1 ebola everyone need realize government something,0
7068,say deputy comptroller aycha sawa blocked audit milwaukee lead program three year put child danger spurred criminal investigation,0
7069,joe exotic test positive coronavirus prison confirmed,0
7070,say 5g law passed everyone distracted coronavirus pandemic list 20 symptom associated 5g exposure,0
7071,say otherwise healthy people experiencing mild moderate respiratory symptom without covid19 diagnosis high temperature kill virus let fever run high 103 104 degree,0
7072,picture report empty hospital prove covid19 spread fake crisis real government planned agenda,0
7073,wasnt big deal bill clinton held bible front exact church donald trump,0
